salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,"phone",phone2,website,street,street_2,city,county,state_province,"postal_code",country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,classical_status_origin,published_at,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort,grades,grades_offered
001V400000tPCjE,Chesterton Academy of St. Padre Pio,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-st-padre-pio-fl-34276,,"+1 941 346 6757",,https://www.chestertonsarasota.org/,PO Box 17683,,Sarasota,Sarasota County,FL,"34276",US,27.33688240,-82.42961220,classical,chesterton-academy-st-padre-pio-fl-34276-fcapi-thi-website-survey-abstract.md,chesterton-academy-st-padre-pio-fl-34276-fcapi-thi-website-survey.md,chesterton-academy-st-padre-pio-fl-34276-fcapi-thi-website-survey.pdf,audit,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-4.png,,0,0,0,0,76,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjF,Chesterton Academy of St. Philip Neri,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-st-philip-neri-mo-64111,,"+1 816 370 6783",,https://chestertonacademykc.org/,500 W 40th St,,Kansas City,Jackson County,MO,"64111",US,39.05518530,-94.59195480,classical,chesterton-academy-st-philip-neri-mo-64111-fcapi-thi-website-survey-abstract.md,chesterton-academy-st-philip-neri-mo-64111-fcapi-thi-website-survey.md,chesterton-academy-st-philip-neri-mo-64111-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-5.png,,0,0,0,0,77,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjG,Chesterton Academy of St. Scholastica,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-st-scholastica-in-46825,,"+1 317 490 6575",,https://www.chestertonfw.org/,921 Valdosta Dr.,,Fort Wayne,Allen County,IN,"46825",US,41.14095250,-85.14650000,classical,chesterton-academy-st-scholastica-in-46825-fcapi-thi-website-survey-abstract.md,chesterton-academy-st-scholastica-in-46825-fcapi-thi-website-survey.md,chesterton-academy-st-scholastica-in-46825-fcapi-thi-website-survey.pdf,audit,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-6.png,,0,0,0,0,78,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjH,Chesterton Academy of St. Therese,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-st-therese-ny-10916,,"+1 845 610 5288",,https://www.chestertonacademytherese.com/,3348 Route 208,,Campbell Hall,Orange County,NY,"10916",US,41.43662480,-74.20357910,classical,chesterton-academy-st-therese-ny-10916-fcapi-thi-website-survey-abstract.md,chesterton-academy-st-therese-ny-10916-fcapi-thi-website-survey.md,chesterton-academy-st-therese-ny-10916-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-7.png,,0,0,0,0,79,,9-12,"9th, 10th, 11th, 12th"
001V400000tPKzs,Chesterton Academy of St. Thomas Aquinas,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-st-thomas-aquinas-va-20181,info@chesterton.org,"+1 540 216 0357",,https://www.chestertonsta.org/,12625 Fitzwater Dr,,Nokesville,Fauquier County,VA,"20181",US,38.69471500,-77.57247800,classical,chesterton-academy-st-thomas-aquinas-va-20181-fcapi-thi-website-survey-abstract.md,chesterton-academy-st-thomas-aquinas-va-20181-fcapi-thi-website-survey.md,chesterton-academy-st-thomas-aquinas-va-20181-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-8.png,,0,0,0,0,80,,9-12,"9th, 10th, 11th, 12th"
001V400000tPKzu,Chesterton Academy of Vero Beach,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-vero-beach-ca,info@chestertonvero.org,"+1 772 646 0394",,https://chestertonvero.org/,2555 58th Ave,,Vero Beach,,FL,"32966",US,27.64465470,-80.44745210,classical,chesterton-academy-vero-beach-ca-fcapi-thi-website-survey-abstract.md,chesterton-academy-vero-beach-ca-fcapi-thi-website-survey.md,chesterton-academy-vero-beach-ca-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-0.png,,0,0,0,0,106,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjL,Chesterton Academy of Wichita Falls,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-wichita-falls-tx-76301,,"+1 940 247 0338",,https://www.chestertonacademywf.org/,1411 9th St.,,Wichita Falls,Wichita County,TX,"76301",US,33.90605470,-98.49938780,classical,chesterton-academy-wichita-falls-tx-76301-fcapi-thi-website-survey-abstract.md,chesterton-academy-wichita-falls-tx-76301-fcapi-thi-website-survey.md,chesterton-academy-wichita-falls-tx-76301-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-1.png,,0,0,0,0,93,,9-12,"9th, 10th, 11th, 12th"
001V400000tPKzv,Chesterton Academy of the Divine Family,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-divine-family-md-21742,info@cadivinefamily.com,"+1 240 237 3773",,https://www.cadivinefamily.com/,19763 Longmeadow Rd,,Hagerstown,Washington County,MD,"21742",US,39.67977480,-77.68144820,classical,chesterton-academy-divine-family-md-21742-fcapi-thi-website-survey-abstract.md,chesterton-academy-divine-family-md-21742-fcapi-thi-website-survey.md,chesterton-academy-divine-family-md-21742-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-2.png,,0,0,0,0,81,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjI,Chesterton Academy of the Florida Martyrs,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-florida-martyrs-fl-32507,,"+1 850 378 1303",,https://chestertonpensacola.org/,3295 Barrancas Ave.,,Pensacola,Escambia County,FL,"32507",US,30.39465970,-87.25100650,classical,chesterton-academy-florida-martyrs-fl-32507-fcapi-thi-website-survey-abstract.md,chesterton-academy-florida-martyrs-fl-32507-fcapi-thi-website-survey.md,chesterton-academy-florida-martyrs-fl-32507-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-3.png,,0,0,0,0,82,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjM,Chesterton Academy of the Holy Family,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-holy-family-il-60532,,"+1 630 442 1424",,https://www.chestertonacademyoftheholyfamily.com/,5205 Kingston Ave.,,Lisle,DuPage County,IL,"60532",US,41.79102020,-88.06614140,classical,chesterton-academy-holy-family-il-60532-fcapi-thi-website-survey-abstract.md,chesterton-academy-holy-family-il-60532-fcapi-thi-website-survey.md,chesterton-academy-holy-family-il-60532-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-4.png,,0,0,0,0,83,,9-12,"9th, 10th, 11th, 12th"
001V400000tPKzx,Chesterton Academy of the Immaculata,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-immaculata-ma-01702,,"+1 508 834 9849",,https://www.chestertonimmaculata.org/,25 Clinton Street,,Framingham,Middlesex County,MA,"01702",US,42.28075880,-71.41467610,classical,chesterton-academy-immaculata-ma-01702-fcapi-thi-website-survey-abstract.md,chesterton-academy-immaculata-ma-01702-fcapi-thi-website-survey.md,chesterton-academy-immaculata-ma-01702-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-6.png,,0,0,0,0,85,,9-12,"9th, 10th, 11th, 12th"
001V400000tPKzy,Chesterton Academy of the Immaculate Heart,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-immaculate-heart-il-60012,administrator@chestertoniheart.org,"+1 815 331 8047",,https://chestertoniheart.org/,27551 Village Rd.,,Volo,Lake County,IL,"60012",US,42.36883250,-88.11309920,classical,chesterton-academy-immaculate-heart-il-60012-fcapi-thi-website-survey-abstract.md,chesterton-academy-immaculate-heart-il-60012-fcapi-thi-website-survey.md,chesterton-academy-immaculate-heart-il-60012-fcapi-thi-website-survey.pdf,audit,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-7.png,,0,0,0,0,86,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjN,Chesterton Academy of the Incarnation,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-incarnation-tn-37068,,"+1 629 264 5601",,https://chestertontn.com/,PO Box 680992,,Franklin,Williamson County,TN,"37068",US,35.93000000,-86.87000000,classical,chesterton-academy-incarnation-tn-37068-fcapi-thi-website-survey-abstract.md,chesterton-academy-incarnation-tn-37068-fcapi-thi-website-survey.md,chesterton-academy-incarnation-tn-37068-fcapi-thi-website-survey.pdf,audit,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-8.png,,0,0,0,0,87,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjO,Chesterton Academy of the Most Holy Eucharist,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-most-holy-eucharist-ca-95991,,"+1 530 789 0425",,https://www.camhe.org/,200 Clark Ave.,,Yuba City,Sutter County,CA,"95991",US,39.12353720,-121.62652710,classical,chesterton-academy-most-holy-eucharist-ca-95991-fcapi-thi-website-survey-abstract.md,chesterton-academy-most-holy-eucharist-ca-95991-fcapi-thi-website-survey.md,chesterton-academy-most-holy-eucharist-ca-95991-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-9.png,,0,0,0,0,88,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjJ,Chesterton Academy of the Rogue Valley,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-rogue-valley-or-97504,,"+1 541 423 2979",,https://www.chestertonroguevalley.org/,2456 Argonne Ave.,,Medford,Jackson County,OR,"97504",US,42.31088720,-122.83545890,classical,chesterton-academy-rogue-valley-or-97504-fcapi-thi-website-survey-abstract.md,chesterton-academy-rogue-valley-or-97504-fcapi-thi-website-survey.md,chesterton-academy-rogue-valley-or-97504-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-0.png,,0,0,0,0,89,,9-12,"9th, 10th, 11th, 12th"
001V400000tPKzz,Chesterton Academy of the Sacred Heart,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-sacred-heart-il-61614,office@chestertonpeoria.com,"+1 402 660 5981",,https://chestertonpeoria.com/,4020 N Brandywine Dr.,,Peoria,Peoria County,IL,"61614-6727",US,40.73920290,-89.61956410,classical,chesterton-academy-sacred-heart-il-61614-fcapi-thi-website-survey-abstract.md,chesterton-academy-sacred-heart-il-61614-fcapi-thi-website-survey.md,chesterton-academy-sacred-heart-il-61614-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-1.png,,0,0,0,0,90,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjK,Chesterton Academy of the St. Croix Valley,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-st-croix-valley-mn-55082,,"+1 651 504 2638",,https://chestertonscv.org/,1835 Northwestern Ave.,,Stillwater,Washington County,MN,"55082",US,45.03951940,-92.82737990,classical,chesterton-academy-st-croix-valley-mn-55082-fcapi-thi-website-survey-abstract.md,chesterton-academy-st-croix-valley-mn-55082-fcapi-thi-website-survey.md,chesterton-academy-st-croix-valley-mn-55082-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-2.png,,0,0,0,0,64,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjP,Chesterton Academy of the Twin Cities,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-twin-cities-mn-55343,,"+1 952 831 3096",,https://chestertonacademy.org/,1320 Mainstreet Hopkins,,Saint Paul,Hennepin County,MN,"55343",US,44.92386000,-93.41737910,classical,chesterton-academy-twin-cities-mn-55343-fcapi-thi-website-survey-abstract.md,chesterton-academy-twin-cities-mn-55343-fcapi-thi-website-survey.md,chesterton-academy-twin-cities-mn-55343-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-3.png,,0,0,0,0,91,,9-12,"9th, 10th, 11th, 12th"
001V400000tPCjQ,Chesterton Academy of the Willamette Valley,001V400000tOZJi,The Chesterton Schools Network,chesterton-academy-willamette-valley-or-97362,,"+1 503 845 2727",,https://chestertonwv.com/,980 S Main St,,Mt Angel,Marion County,OR,"97362",US,45.06074720,-122.80319390,classical,chesterton-academy-willamette-valley-or-97362-fcapi-thi-website-survey-abstract.md,chesterton-academy-willamette-valley-or-97362-fcapi-thi-website-survey.md,chesterton-academy-willamette-valley-or-97362-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-4.png,,0,0,0,0,92,,9-12,"9th, 10th, 11th, 12th"
001V400000tPL00,Chesterton Scholars Program at Cardinal O'Hara High School,001V400000tOZJi,The Chesterton Schools Network,chesterton-scholars-program-cardinal-ohara-high-school-pa-19064,,"+1 610 544 3800",,https://www.cohs.com/,1701 Sproul Road,,Springfield,Delaware County,PA,"19064",US,39.94779800,-75.34794000,classical,chesterton-scholars-program-cardinal-ohara-high-school-pa-19064-fcapi-thi-website-survey-abstract.md,chesterton-scholars-program-cardinal-ohara-high-school-pa-19064-fcapi-thi-website-survey.md,chesterton-scholars-program-cardinal-ohara-high-school-pa-19064-fcapi-thi-website-survey.pdf,,2026-07-01,secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-secondary-5.png,,0,0,0,0,95,,9-12,"9th, 10th, 11th, 12th"
001V400000tPL01,Cheyenne Classical Academy,,,cheyenne-classical-academy-wy-82009,,"+1 307 778 8222",,https://www.cheyenneclassical.org/,5200 Ridge Rd.,,Cheyenne,,WY,"82009",US,41.16589540,-104.76923150,classical,cheyenne-classical-academy-wy-82009-fcapi-thi-website-survey-abstract.md,cheyenne-classical-academy-wy-82009-fcapi-thi-website-survey.md,cheyenne-classical-academy-wy-82009-fcapi-thi-website-survey.pdf,hillsdale-membership,2026-07-01,elementary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,1,0,0,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,669,,K-4,"K, 1st, 2nd, 3rd, 4th"
001V400000tPCjR,Chi Rho Classical Academy,,,chi-rho-classical-academy-ky-40422,chirhoclassical@gmail.com,"+1 859 583 8955",,https://chirhoclassical.wordpress.com/,127-163 S 3rd St,,Danville,Boyle County,KY,"40422",US,37.64495720,-84.77274440,classical,chi-rho-classical-academy-ky-40422-fcapi-thi-website-survey-abstract.md,chi-rho-classical-academy-ky-40422-fcapi-thi-website-survey.md,chi-rho-classical-academy-ky-40422-fcapi-thi-website-survey.pdf,audit,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,670,,K-6,"K, 1st, 2nd, 3rd, 4th, 5th, 6th"
001V400000tPCjS,Childress Christian Academy: Scholé,001V400000tOZKD,Scholé Communities,childress-christian-academy-schole-childress-tx,,"",,,,,Childress,,TX,"",US,34.42645290,-100.20400190,classical,childress-christian-academy-schole-childress-tx-fcapi-thi-website-survey-abstract.md,childress-christian-academy-schole-childress-tx-fcapi-thi-website-survey.md,childress-christian-academy-schole-childress-tx-fcapi-thi-website-survey.pdf,schole-membership,2026-07-01,elementary-intermediate-secondary,Homeschool,Private,0,,,,,,,,,,,,,,,,,,,,,,,5479,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-k12-2.png,,0,0,0,0,5555,,,
001V400000tPCjV,Christ Academy,,,christ-academy-pa-19023,info@christacademysalem.com,"+1 971 443 9503",,http://www.christacademysalem.com,523 Clifton Ave.,,Collingdale,Delaware County,PA,"19023",US,39.91498720,-75.28019110,classical,christ-academy-pa-19023-fcapi-thi-website-survey-abstract.md,christ-academy-pa-19023-fcapi-thi-website-survey.md,christ-academy-pa-19023-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,675,,K-8,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
001V400000tPCjW,Christ Church Academy,,,christ-church-academy-la-70501,joe@wearechristchurch.com,"+1 337 366 1619",,https://wearechristchurch.com/,1700 E Willow St,,Lafayette,Lafayette Parish,LA,"70501",US,30.24340590,-91.98797250,classical,christ-church-academy-la-70501-fcapi-thi-website-survey-abstract.md,christ-church-academy-la-70501-fcapi-thi-website-survey.md,christ-church-academy-la-70501-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-7.png,,0,0,0,0,676,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tOZJk,Christ Classical Academies,,Christ Classical Academies,christ-classical-academies-fl-32308,admin@christclassical.com,"+1 850 656 2373",,https://christclassical.com,3210 Thomasville Rd.,,Tallahassee,,FL,"32308",US,30.49207030,-84.25673360,classical,christ-classical-academies-fl-32308-fcapi-thi-website-survey-abstract.md,christ-classical-academies-fl-32308-fcapi-thi-website-survey.md,christ-classical-academies-fl-32308-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate,Private School,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-2.png,,0,0,0,0,5645,,PK-9,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
001V400000tPCjX,Christ Classical Academy,,,christ-classical-academy-tn-38024,office@christclassicalacademy.com,"+1 731 285 3727",,https://christclassicalacademy.com/,1005 US Highway 51 Bypass West,,Dyersburg,,TN,"38024",US,36.05634030,-89.39954440,classical,christ-classical-academy-tn-38024-fcapi-thi-website-survey-abstract.md,christ-classical-academy-tn-38024-fcapi-thi-website-survey.md,christ-classical-academy-tn-38024-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,1,1,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,680,,PK-12,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCjY,Christ Classical Academy North Campus,001V400000tOZJk,Christ Classical Academies,christ-classical-academy-north-campus-fl-32308,admin@christclassical.com,"+1 850 656 2373",,https://christclassical.com,3210 Thomasville Rd.,,Tallahassee,,FL,"32308",US,30.49207030,-84.25673360,classical,christ-classical-academy-north-campus-fl-32308-fcapi-thi-website-survey-abstract.md,christ-classical-academy-north-campus-fl-32308-fcapi-thi-website-survey.md,christ-classical-academy-north-campus-fl-32308-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate,Private School,,0,,,,,,,,,,,,,,,,,,,,,,,5645,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-2.png,,0,0,0,0,5329,,PK-9,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
001V400000tPCjZ,Christ Classical Academy South Campus,001V400000tOZJk,Christ Classical Academies,christ-classical-academy-south-campus-fl-32308,admin@christclassical.com,"+1 850 656 2373",,https://christclassical.com,2205 Thomasville Rd,,Tallahassee,,FL,"32308",US,30.47200120,-84.26360030,classical,christ-classical-academy-south-campus-fl-32308-fcapi-thi-website-survey-abstract.md,christ-classical-academy-south-campus-fl-32308-fcapi-thi-website-survey.md,christ-classical-academy-south-campus-fl-32308-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate,Private School,,0,,,,,,,,,,,,,,,,,,,,,,,5645,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-0.png,,0,0,0,0,3154,,PK-9,"PreK, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
001V400000tPCja,Christ Classical Academy of Charlotte,,,christ-classical-academy-charlotte-nc-28215,,"+1 704 549 4101",,https://www.christclassicalclt.com/,10132-A Harrisburg Rd.,,Charlotte,Mecklenburg County,NC,"28215",US,35.24451120,-80.65994170,classical,christ-classical-academy-charlotte-nc-28215-fcapi-thi-website-survey-abstract.md,christ-classical-academy-charlotte-nc-28215-fcapi-thi-website-survey.md,christ-classical-academy-charlotte-nc-28215-fcapi-thi-website-survey.pdf,audit,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,679,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
001V400000tPCjb,Christ Classical School,,,christ-classical-school-ca-93422,christclassical.slo@gmail.com,"+1 805 453 6161",,https://christclassicalslo.org/,10580 Colorado Rd.,,San Luis Obispo,San Luis Obispo County,CA,"93422",US,35.28637760,-120.70763250,classical,christ-classical-school-ca-93422-fcapi-thi-website-survey-abstract.md,christ-classical-school-ca-93422-fcapi-thi-website-survey.md,christ-classical-school-ca-93422-fcapi-thi-website-survey.pdf,accs-membership,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,681,,K-9,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
,Christ Community Lutheran School,,,christ-community-lutheran-school-wi-54805,administrator@christcommunityls.org,"+1 715 354 3790",,https://christcommunityls.org,315 Clinton St. S,,Almena,,WI,"54805",US,45.41518150,-92.03346300,classical,christ-community-lutheran-school-wi-54805-fcapi-thi-website-survey-abstract.md,christ-community-lutheran-school-wi-54805-fcapi-thi-website-survey.md,christ-community-lutheran-school-wi-54805-fcapi-thi-website-survey.pdf,clsa-membership,2026-07-01,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-1.png,,0,0,0,0,7660,,,
001V400000tPCjd,Christ Covenant School,,,christ-covenant-school-la-70808,,"+1 225 763 1453",,https://www.christcovenantschoolbr.com/,1700 Lee Drive,,Baton Rouge,East Baton Rouge Parish,LA,"70808",US,30.41068790,-91.14535660,classical,christ-covenant-school-la-70808-fcapi-thi-website-survey-abstract.md,christ-covenant-school-la-70808-fcapi-thi-website-survey.md,christ-covenant-school-la-70808-fcapi-thi-website-survey.pdf,scl-membership,2026-07-01,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-2.png,,0,0,0,0,682,,K-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
,Christ Is Lord Academy,,,christ-lord-academy-ia-50072,pastorgrant@crossroad-church.com,"+1 515 834 2626",,https://christislordacademy.org/,18293 365th St,PO BOX 218,Earlham,,IA,"50072",US,41.51140540,-94.12240880,classical,christ-lord-academy-ia-50072-fcapi-thi-website-survey-abstract.md,christ-lord-academy-ia-50072-fcapi-thi-website-survey.md,christ-lord-academy-ia-50072-fcapi-thi-website-survey.pdf,manual,2026-07-01,elementary-intermediate-secondary,Private School,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-virtual-2.png,,0,0,0,0,7651,,,
001V400000tPCje,Christ the Divine Teacher School,,,christ-divine-teacher-school-pa-15650,,"+1 724 539 1561",,https://www.cdtschool.org/,323 Chestnut St.,,Latrobe,Westmoreland County,PA,"15650",US,40.31508140,-79.38138220,classical,christ-divine-teacher-school-pa-15650-fcapi-thi-website-survey-abstract.md,christ-divine-teacher-school-pa-15650-fcapi-thi-website-survey.md,christ-divine-teacher-school-pa-15650-fcapi-thi-website-survey.pdf,audit,2026-07-01,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,687,,K-8,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
