salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,phone,phone2,website,street,street_2,city,county,state_province,postal_code,country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,classical_abstract_mdfile,classical_report_mdfile,classical_report_pdffile,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort
,Grace Classical Academy of Ocala,,,grace-classical-academy-ocala-fl-34476,info@gcaocala.org,+1 352 303 1081,,https://gcaocala.org,7637 SW 103rd Loop,,Ocala,,FL,34476,US,29.07218900,-82.24885570,classical,grace-classical-academy-ocala-fl-34476-fcapi-classicality-abstract.md,grace-classical-academy-ocala-fl-34476-fcapi-classicality-audit.md,grace-classical-academy-ocala-fl-34476-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-classical-academy-ocala-fl-34476-fcapi-classicality-abstract.md,grace-classical-academy-ocala-fl-34476-fcapi-classicality-audit.md,grace-classical-academy-ocala-fl-34476-v20260107-fcapi-classicality-audit.pdf,https://b3670503.smushcdn.com/3670503/wp-content/uploads/sites/2/2024/07/Untitled-design-26-300x281.png?lossy=0&strip=1&webp=1,,0,0,0,0,3190,
,Grace Classical Academy – Bel Air,,,grace-classical-academy-bel-air-md-21015,,+1 410 734 6111,,http://oakgroveclassical.org,2106 E CHURCHVILLE RD,,Bel Air,,MD,21015,US,39.55485180,-76.28808640,classical,grace-classical-academy-bel-air-md-21015-fcapi-classicality-abstract.md,grace-classical-academy-bel-air-md-21015-fcapi-classicality-audit.md,grace-classical-academy-bel-air-md-21015-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-classical-academy-bel-air-md-21015-fcapi-classicality-abstract.md,grace-classical-academy-bel-air-md-21015-fcapi-classicality-audit.md,grace-classical-academy-bel-air-md-21015-v20260107-fcapi-classicality-audit.pdf,https://www.graceclassicalmd.org/wp-content/uploads/2020/07/GCA_SitePreview-2.jpg,,0,0,0,0,5171,
Acct1145,Grace Classical Christian Academy,,,grace-classical-christian-academy-tx-76048,graceclassical.office@gmail.com,+1 817 771 4951,,https://www.graceclassical.com/,1851 Weatherford Highway,,Granbury,Hood County,TX,76048,US,32.43571900,-97.79783810,classical,grace-classical-christian-academy-tx-76048-fcapi-classicality-abstract.md,grace-classical-christian-academy-tx-76048-fcapi-classicality-audit.md,grace-classical-christian-academy-tx-76048-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-classical-christian-academy-tx-76048-fcapi-classicality-abstract.md,grace-classical-christian-academy-tx-76048-fcapi-classicality-audit.md,grace-classical-christian-academy-tx-76048-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/5c34cd2ac258b4ad37d57d14/t/5d7b9cbad6ec9930c1037356/1568382141763/1557573002869-1.png?format=1500w,,0,0,0,0,1153,2401
Acct1148,Grace Classical School,,,grace-classical-school-nc-28540,ahicks.gcs@gmail.com,+1 910 526 0718,,https://graceclassicalschool.com/,903 Henderson Dr.,,Jacksonville,Onslow County,NC,28540,US,34.77808370,-77.42761630,classical,grace-classical-school-nc-28540-fcapi-classicality-abstract.md,grace-classical-school-nc-28540-fcapi-classicality-audit.md,grace-classical-school-nc-28540-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-classical-school-nc-28540-fcapi-classicality-abstract.md,grace-classical-school-nc-28540-fcapi-classicality-audit.md,grace-classical-school-nc-28540-v20260107-fcapi-classicality-audit.pdf,https://graceclassicalschool.com/wp-content/themes/grace-classical-school/images/layout/logo.png,,0,0,0,0,1156,1632
,Grace Lutheran Classical Academy,,,grace-lutheran-classical-academy-nv-89052,,,,https://www.gracelutheranhenderson.org/glca,2657 W. Horizon Ridge Parkway,,Henderson,,NV,89052,US,36.00037560,-115.10216230,classical,grace-lutheran-classical-academy-nv-89052-fcapi-classicality-abstract.md,grace-lutheran-classical-academy-nv-89052-fcapi-classicality-audit.md,grace-lutheran-classical-academy-nv-89052-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-lutheran-classical-academy-nv-89052-fcapi-classicality-abstract.md,grace-lutheran-classical-academy-nv-89052-fcapi-classicality-audit.md,grace-lutheran-classical-academy-nv-89052-v20260107-fcapi-classicality-audit.pdf,https://gracelutheranhenderson.org/wp-content/uploads/2025/05/Bird-field-trip-scaled.jpg,,0,0,0,0,5293,
Acct1154,Grace Lutheran School,,,grace-lutheran-school-tx-77833,,+1 979 836 2030,,https://www.glsbrenham.com/,1212 West Jefferson Street,,Brenham,Washington County,TX,77833,US,30.16902800,-96.41488340,classical,grace-lutheran-school-tx-77833-fcapi-classicality-abstract.md,grace-lutheran-school-tx-77833-fcapi-classicality-audit.md,grace-lutheran-school-tx-77833-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-lutheran-school-tx-77833-fcapi-classicality-abstract.md,grace-lutheran-school-tx-77833-fcapi-classicality-audit.md,grace-lutheran-school-tx-77833-v20260107-fcapi-classicality-audit.pdf,"https://static.wixstatic.com/media/c71fac_841286cdab9f4185bcb19949032c6a04~mv2.jpg/v1/fill/w_2500,h_631,al_c/c71fac_841286cdab9f4185bcb19949032c6a04~mv2.jpg",,0,0,0,0,1161,2638
,Grace Point Academy,,,grace-point-academy-wa-98022,gpacademy@gracepointnw.org,+1 360 825 1314,,https://gracepointnw.org,28121 Se 448th St,,Enumclaw,,WA,98022,US,47.19866160,-121.96664270,classical,grace-point-academy-wa-98022-fcapi-classicality-abstract.md,grace-point-academy-wa-98022-fcapi-classicality-audit.md,grace-point-academy-wa-98022-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,,,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-point-academy-wa-98022-fcapi-classicality-abstract.md,grace-point-academy-wa-98022-fcapi-classicality-audit.md,grace-point-academy-wa-98022-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/5e7e99ee60c39844d6514e22/t/640a5cd3ee25c04913b0e0c3/1678400723286/GPNW+New+Logo-white.png?format=1500w,,0,0,0,0,3193,
,Grace University,,,grace-university-tx-75701,,,,https://www.gracetyler.org/,3105 University Blvd,,Tyler,,TX,75701,US,32.31083150,-95.25901340,classical,grace-university-tx-75701-fcapi-classicality-abstract.md,grace-university-tx-75701-fcapi-classicality-audit.md,grace-university-tx-75701-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grace-university-tx-75701-fcapi-classicality-abstract.md,grace-university-tx-75701-fcapi-classicality-audit.md,grace-university-tx-75701-v20260107-fcapi-classicality-audit.pdf,https://www.gracetyler.org/wp-content/uploads/2022/08/GRACE-Social-Image-1.png,,0,0,0,0,5248,
Acct1162,Grand County Christian Academy,,,grand-county-christian-academy-co-80478,sbeckerle@wpcc4him.org,+1 970 887 9784,,https://wpcc4him.org/,274 Ponderosa Trail,,Tabernash,Grand County,CO,80478,US,39.99321740,-105.86574550,classical,grand-county-christian-academy-co-80478-fcapi-classicality-abstract.md,grand-county-christian-academy-co-80478-fcapi-classicality-audit.md,grand-county-christian-academy-co-80478-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,grand-county-christian-academy-co-80478-fcapi-classicality-abstract.md,grand-county-christian-academy-co-80478-fcapi-classicality-audit.md,grand-county-christian-academy-co-80478-v20260107-fcapi-classicality-audit.pdf,"https://static.wixstatic.com/media/c60909_cf6b0049a4b44c968a49d0530695ebba~mv2.png/v1/fill/w_77,h_87,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Untitled-149.png",,0,0,0,0,1169,2684
Acct0195,Great Hearts Christian Academies Gilbert,,,great-hearts-christian-academies-gilbert-az-85233,,+1 855 855 6546,,https://christosgilbert.greatheartsamerica.org/,1820 West Elliot Road,,Mesa,Maricopa County,AZ,85233,US,33.35362040,-111.82882950,classical,great-hearts-christian-academies-gilbert-az-85233-fcapi-classicality-abstract.md,great-hearts-christian-academies-gilbert-az-85233-fcapi-classicality-audit.md,great-hearts-christian-academies-gilbert-az-85233-v20260107-fcapi-classicality-audit.pdf,elementary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-christian-academies-gilbert-az-85233-fcapi-classicality-abstract.md,great-hearts-christian-academies-gilbert-az-85233-fcapi-classicality-audit.md,great-hearts-christian-academies-gilbert-az-85233-v20260107-fcapi-classicality-audit.pdf,https://christosgilbert.greatheartsamerica.org/wp-content/uploads/sites/76/2025/02/GHCALogo_Crest-700x700.png,,0,0,0,0,155,2799
Acct1179,Great Hearts Christos,,,great-hearts-christos-az-85015,,+1 602 819 4796,,https://christos.greatheartsamerica.org/,1830 West Glenrosa Avenue,,Phoenix,Maricopa County,AZ,85015,US,33.49955390,-112.09891600,classical,great-hearts-christos-az-85015-fcapi-classicality-abstract.md,great-hearts-christos-az-85015-fcapi-classicality-audit.md,great-hearts-christos-az-85015-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-christos-az-85015-fcapi-classicality-abstract.md,great-hearts-christos-az-85015-fcapi-classicality-audit.md,great-hearts-christos-az-85015-v20260107-fcapi-classicality-audit.pdf,https://christos.greatheartsamerica.org/wp-content/uploads/sites/66/2023/10/2023_1003_GreatHearts_EvidentLife_GregZehePhoto_web-178-700x467.jpg,,0,0,0,0,156,825
Acct1184,Great Hearts Harveston,,,great-hearts-harveston-la-70810,,+1 225 416 7611,,https://harveston.greatheartsamerica.org/,11801 Bluebonnet Boulevard,,Harveston,East Baton Rouge Parish,LA,70810,US,30.33524450,-91.13158780,classical,great-hearts-harveston-la-70810-fcapi-classicality-abstract.md,great-hearts-harveston-la-70810-fcapi-classicality-audit.md,great-hearts-harveston-la-70810-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-harveston-la-70810-fcapi-classicality-abstract.md,great-hearts-harveston-la-70810-fcapi-classicality-audit.md,great-hearts-harveston-la-70810-v20260107-fcapi-classicality-audit.pdf,https://harveston.greatheartsamerica.org/wp-content/uploads/sites/61/2023/01/cropped-GHA0079-Great-Hearts-Hawks-Crest_Final.png,,0,0,0,0,159,1120
Acct1185,Great Hearts Invictus,,,great-hearts-invictus-tx-78023,,+1 210 899 1118,,https://invictus.greatheartsamerica.org/,12018 Bandera Road,,Helotes,Bexar County,TX,78023,US,29.55863950,-98.66896050,classical,great-hearts-invictus-tx-78023-fcapi-classicality-abstract.md,great-hearts-invictus-tx-78023-fcapi-classicality-audit.md,great-hearts-invictus-tx-78023-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-invictus-tx-78023-fcapi-classicality-abstract.md,great-hearts-invictus-tx-78023-fcapi-classicality-audit.md,great-hearts-invictus-tx-78023-v20260107-fcapi-classicality-audit.pdf,https://invictus.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,160,1226
Acct3148,Great Hearts Irving Lower School,,,great-hearts-irving-lower-school-tx-75038,,+1 469 759 3030,,https://irving.greatheartsamerica.org/,3350 W. Story Rd.,,Irving,,TX,75038,US,32.87085000,-96.99102700,classical,great-hearts-irving-lower-school-tx-75038-fcapi-classicality-abstract.md,great-hearts-irving-lower-school-tx-75038-fcapi-classicality-audit.md,great-hearts-irving-lower-school-tx-75038-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-irving-lower-school-tx-75038-fcapi-classicality-abstract.md,great-hearts-irving-lower-school-tx-75038-fcapi-classicality-audit.md,great-hearts-irving-lower-school-tx-75038-v20260107-fcapi-classicality-audit.pdf,https://irving.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,161,1696
Acct1189,Great Hearts Live Oak,,,great-hearts-live-oak-tx-78233,,+1 210 888 9474,,https://liveoak.greatheartsamerica.org/,7653 North Loop 1604 East,,San Antonio,Bexar County,TX,78233,US,29.57391780,-98.33525020,classical,great-hearts-live-oak-tx-78233-fcapi-classicality-abstract.md,great-hearts-live-oak-tx-78233-fcapi-classicality-audit.md,great-hearts-live-oak-tx-78233-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-live-oak-tx-78233-fcapi-classicality-abstract.md,great-hearts-live-oak-tx-78233-fcapi-classicality-audit.md,great-hearts-live-oak-tx-78233-v20260107-fcapi-classicality-audit.pdf,https://liveoak.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,164,2650
Acct1191,Great Hearts Monte Vista - North,,,great-hearts-monte-vista-north-tx-78212,,+1 210 888 9485,,https://montevista.greatheartsamerica.org/,319 East Mulberry Avenue,,San Antonio,Bexar County,TX,78212,US,29.45707600,-98.48756640,classical,great-hearts-monte-vista-north-tx-78212-fcapi-classicality-abstract.md,great-hearts-monte-vista-north-tx-78212-fcapi-classicality-audit.md,great-hearts-monte-vista-north-tx-78212-v20260107-fcapi-classicality-audit.pdf,elementary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-monte-vista-north-tx-78212-fcapi-classicality-abstract.md,great-hearts-monte-vista-north-tx-78212-fcapi-classicality-audit.md,great-hearts-monte-vista-north-tx-78212-v20260107-fcapi-classicality-audit.pdf,https://montevista.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,165,588
Acct1192,Great Hearts Monte Vista - South,,,great-hearts-monte-vista-south-tx-78212,,+1 210 888 9485,,https://greatheartsmontevista.greatheartsacademies.org/,211 Belknap Pl,,San Antonio,Bexar County,TX,78212,US,29.45707600,-98.48756640,classical,great-hearts-monte-vista-south-tx-78212-fcapi-classicality-abstract.md,great-hearts-monte-vista-south-tx-78212-fcapi-classicality-audit.md,great-hearts-monte-vista-south-tx-78212-v20260107-fcapi-classicality-audit.pdf,elementary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-monte-vista-south-tx-78212-fcapi-classicality-abstract.md,great-hearts-monte-vista-south-tx-78212-fcapi-classicality-audit.md,great-hearts-monte-vista-south-tx-78212-v20260107-fcapi-classicality-audit.pdf,https://montevista.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,166,2657
Acct1193,Great Hearts Northern Oaks,,,great-hearts-northern-oaks-tx-78247,,+1 210 888 9483,,https://northernoaks.greatheartsamerica.org/,17223 Jones Maltsberger Road,,San Antonio,Bexar County,TX,78247,US,29.59826700,-98.42308120,classical,great-hearts-northern-oaks-tx-78247-fcapi-classicality-abstract.md,great-hearts-northern-oaks-tx-78247-fcapi-classicality-audit.md,great-hearts-northern-oaks-tx-78247-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-northern-oaks-tx-78247-fcapi-classicality-abstract.md,great-hearts-northern-oaks-tx-78247-fcapi-classicality-audit.md,great-hearts-northern-oaks-tx-78247-v20260107-fcapi-classicality-audit.pdf,https://northernoaks.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,167,1360
Acct1196,Great Hearts Prairie View,,,great-hearts-prairie-view-tx-76131,,+1 817 259 0738,,https://prairieview.greatheartsamerica.org/,9001 NW Hwy 287,,Ft. Worth,Waller County,TX,76131,US,32.89793110,-97.33382460,classical,great-hearts-prairie-view-tx-76131-fcapi-classicality-abstract.md,great-hearts-prairie-view-tx-76131-fcapi-classicality-audit.md,great-hearts-prairie-view-tx-76131-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,great-hearts-prairie-view-tx-76131-fcapi-classicality-abstract.md,great-hearts-prairie-view-tx-76131-fcapi-classicality-audit.md,great-hearts-prairie-view-tx-76131-v20260107-fcapi-classicality-audit.pdf,https://prairieview.greatheartsamerica.org/wp-content/themes/great-hearts-academies-2-0-2/img/opengraph_image.jpg,,0,0,0,0,168,1189
Acct1197,Great Hearts Roosevelt,,,great-hearts-roosevelt-az-85326,chakiel@greatheartsroosevelt.org,+1 623 344 8003,,https://roosevelt.greatheartsamerica.org/,555 S. Jackrabbit Tr,,Buckeye,,AZ,85326,US,33.44224610,-112.47588190,classical,great-hearts-roosevelt-az-85326-fcapi-classicality-abstract.md,great-hearts-roosevelt-az-85326-fcapi-classicality-audit.md,great-hearts-roosevelt-az-85326-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"""\""\\\""""\\\\\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""[\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""Latin\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\\\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\\\\\""""\""""\\\""""\""""\\\""""\""""\\\""""\""""\\\""""\""""\""""\""""\""""""""""",1,1,0,0,1,0,0,great-hearts-roosevelt-az-85326-fcapi-classicality-abstract.md,great-hearts-roosevelt-az-85326-fcapi-classicality-audit.md,great-hearts-roosevelt-az-85326-v20260107-fcapi-classicality-audit.pdf,https://roosevelt.greatheartsamerica.org/wp-content/uploads/sites/48/2025/04/IMG_2898-1200x800-5b2df79.jpg,,0,0,0,0,170,1138
