salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,phone,phone2,website,street,street_2,city,county,state_province,postal_code,country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,classical_abstract_mdfile,classical_report_mdfile,classical_report_pdffile,featured_image_1_jpgfile,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort
EG1V400000b1462,Annunciation Austin,,,annunciation-austin-tx-78726,,+15125918101,,,10205 Ranch Rd. 620 N,C/O St Thomas More Catholic Church,Austin,Travis County,TX,78726,US,30.267153,-97.7430608,Classical,annunciation-austin-tx-78726-abstract.md,annunciation-austin-tx-78726-report.md,annunciation-austin-tx-78726-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1462,2323
EG1V400000b1352,Annunciation Catholic School,,,annunciation-catholic-school-dc-20016,,+12023621408,,http://www.acsbogalusa.org/,3825 Klingle Place NW,,Washington,,DC,20016,US,38.9300889,-77.0767739,Non-Classical,annunciation-catholic-school-dc-20016-abstract.md,annunciation-catholic-school-dc-20016-report.md,annunciation-catholic-school-dc-20016-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1352,
EG1V400000b2671,Annunciation Catholic School,,,annunciation-catholic-school-la-70427,,+19857356643,,,511 Ave. C,,Bogalusa,Washington Parish,LA,70427,US,30.7772807,-89.8679573,Non-Classical,annunciation-catholic-school-la-70427-abstract.md,annunciation-catholic-school-la-70427-report.md,annunciation-catholic-school-la-70427-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2671,89
EG1V400000b1288,Anthem Classical Academy,,,anthem-classical-academy-ar-72702,info@anthemclassical.org,+15089180653,,https://anthemclassical.org/,PO Box 3013,,Fayetteville,Washington County,AR,72702,US,36.0689413,-94.1646856,Classical,anthem-classical-academy-ar-72702-abstract.md,anthem-classical-academy-ar-72702-report.md,anthem-classical-academy-ar-72702-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1288,2167
EG1V400000b1349,Antioch Classical Christian Conservatory,,,antioch-classical-christian-conservatory-ok-73018,info@antiochclassical.org,+14055446103,,https://antiochclassical.org/,428 E Almar Dr.,,Chickasha,Grady County,OK,73018,US,35.0201215,-97.927656,Classical,antioch-classical-christian-conservatory-ok-73018-abstract.md,antioch-classical-christian-conservatory-ok-73018-report.md,antioch-classical-christian-conservatory-ok-73018-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1349,2221
EG1V400000b1768,Apex Prep Academy,,,apex-prep-academy-ca-94303,,+16504026649,,,2208 Clarke Ave.,,East Palo Alto,San Mateo County,CA,94303,US,37.466276,-122.1339711,Non-Classical,apex-prep-academy-ca-94303-abstract.md,apex-prep-academy-ca-94303-report.md,apex-prep-academy-ca-94303-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1768,25
EG1V400000b2633,Appalachian Christian School,,,appalachian-christian-school-va-22980,,+15404566853,,http://www.acstrailblazers.com/,320 Maple Ave.,,Waynesboro,,VA,22980,US,38.0676191,-78.893763,Non-Classical,appalachian-christian-school-va-22980-abstract.md,appalachian-christian-school-va-22980-report.md,appalachian-christian-school-va-22980-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2633,865
EG1V400000b0419,Appalachian Classical Academy,,,appalachian-classical-academy-wv-25841,,,,,2325 Egeria Rd.,,Flat Top,,WV,25841,US,37.5420368,-81.2000098,Classical,appalachian-classical-academy-wv-25841-abstract.md,appalachian-classical-academy-wv-25841-report.md,appalachian-classical-academy-wv-25841-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,419,1379
EG1V400000b1665,Apple Valley Christian School,,,apple-valley-christian-school-ca-92307,office@avcschool.com,+17608133232,,https://avcschool.com/,15757 St Timothy Rd.,,Apple Valley,San Bernardino County,CA,92307,US,34.5374819,-117.2416934,Non-Classical,apple-valley-christian-school-ca-92307-abstract.md,apple-valley-christian-school-ca-92307-report.md,apple-valley-christian-school-ca-92307-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1665,2507
EG1V400000b0607,Applewild School,,,applewild-school-ma-01420,,+19783426053,,http://www.applewild.org/,120 Prospect St.,,Fitchburg,Worcester County,MA,01420,US,42.5924052,-71.8086558,Non-Classical,applewild-school-ma-01420-abstract.md,applewild-school-ma-01420-report.md,applewild-school-ma-01420-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,607,1549
EG1V400000b0805,Appomattox Christian Academy,,,appomattox-christian-academy-va-24522,office.aca@appomattoxchristianacademy.com,+14343527373,,https://appomattoxchristianacademy.com/,1916 Redfields Rd.,,Appomattox,Appomattox County,VA,24522,US,37.3490638,-78.81678,Classical,appomattox-christian-academy-va-24522-abstract.md,appomattox-christian-academy-va-24522-report.md,appomattox-christian-academy-va-24522-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,805,1727
EG1V400000b0512,Aquidneck Island Christian Academy,,,aquidneck-island-christian-academy-ri-02871,karen@aica.necoxmail.com,+14018495550,,https://aica.necoxmail.com/,321 East Main Rd.,,Portsmouth,Newport County,RI,02871,US,41.545984,-71.259576,Classical,aquidneck-island-christian-academy-ri-02871-abstract.md,aquidneck-island-christian-academy-ri-02871-report.md,aquidneck-island-christian-academy-ri-02871-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,512,1462
EG1V400000b2171,Aquinas Academy,,,aquinas-academy-de-19701,,+13023833626,,http://www.aquinasacademy.net/,2370 Red Lion Rd.,,Bear,New Castle County,DE,19701,US,39.5721679,-75.6960338,Classical,aquinas-academy-de-19701-abstract.md,aquinas-academy-de-19701-report.md,aquinas-academy-de-19701-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2171,444
EG1V400000b0514,Aquinas Academy of Pittsburgh,,,aquinas-academy-of-pittsburgh-pa-15044,,+17244440722,,https://www.aquinasacademy-pittsburgh.org/index.php/,2308 West Hardies Rd.,,Gibsonia,Allegheny County,PA,15044,US,40.597791,-79.967885,Classical,aquinas-academy-of-pittsburgh-pa-15044-abstract.md,aquinas-academy-of-pittsburgh-pa-15044-report.md,aquinas-academy-of-pittsburgh-pa-15044-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,514,1464
EG1V400000b1689,Aquinas Academy,,,aquinas-academy-wi-53051,,+12625021540,,https://aquinasacademy.com/,N72W15935 Good Hope Rd.,,Menomonee Falls,Waukesha County,WI,53051,US,43.1478778,-88.1085514,Classical,aquinas-academy-wi-53051-abstract.md,aquinas-academy-wi-53051-report.md,aquinas-academy-wi-53051-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1689,2529
EG1V400000b0135,Aquinas Classical Academy,,,aquinas-classical-academy-wa-98332,,+13605520805,,https://www.aquinasclassicalacademy.com/,11010 Harbor Hill Dr. Ste B203,,Gig Harbor,Pierce County,WA,98332,US,47.3589552,-122.6018988,Classical,aquinas-classical-academy-wa-98332-abstract.md,aquinas-classical-academy-wa-98332-report.md,aquinas-classical-academy-wa-98332-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,135,1121
EG1V400000b1512,Arbor Classical Collaborative,,,arbor-classical-collaborative-ca-92835,,,,,,,Fullerton,Orange County,CA,92835,US,33.9096307,-117.8698501,Classical,arbor-classical-collaborative-ca-92835-abstract.md,arbor-classical-collaborative-ca-92835-report.md,arbor-classical-collaborative-ca-92835-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1512,236
EG1V400000b2500,Arcadia Christian School,,,arcadia-christian-school-ca-91006,,+16265748229,,https://arcadiachristianschool.org/,1900 S. Santa Anita Ave.,,Arcadia,Los Angeles County,CA,91006,US,34.1173146,-118.0304844,Classical,arcadia-christian-school-ca-91006-abstract.md,arcadia-christian-school-ca-91006-report.md,arcadia-christian-school-ca-91006-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2500,744
EG1V400000b0236,Archangels Academy,,,archangels-academy-il-60180,,+15134829229,,https://www.thearchangelsacademy.com/,6506 National St.,,Union,McHenry County,IL,60180,US,42.2341656,-88.5374343,Classical,archangels-academy-il-60180-abstract.md,archangels-academy-il-60180-report.md,archangels-academy-il-60180-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,236,1213
EG1V400000b1568,Archbishop Carroll F Carroll High School,,,archbishop-carroll-f-carroll-high-school-fl-33196,,+13053886700,,http://www.archbishopcolemancarroll.org/,10300 SW 167th Ave.,,Miami,Miami-Dade County,FL,33196,US,25.6707448,-80.4668039,Non-Classical,archbishop-carroll-f-carroll-high-school-fl-33196-abstract.md,archbishop-carroll-f-carroll-high-school-fl-33196-report.md,archbishop-carroll-f-carroll-high-school-fl-33196-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1568,241
EG1V400000b1486,Archbishop Edward A. McCarthy High School,,,archbishop-edward-a-mccarthy-high-school-fl-33330,,+19544348820,,,5451 S Amingo Rd.,,Fort Lauderdale,Broward County,FL,33330,US,26.0513464,-80.3145513,Non-Classical,archbishop-edward-a-mccarthy-high-school-fl-33330-abstract.md,archbishop-edward-a-mccarthy-high-school-fl-33330-report.md,archbishop-edward-a-mccarthy-high-school-fl-33330-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1486,2345
EG1V400000b1901,Archbishop McCarthy High School,,,archbishop-mccarthy-high-school-fl-33330,,+19544348820,,http://www.mccarthyhigh.net/,5451 S. Flamingo Rd.,,Southwest Ranches,Broward County,FL,33330,US,26.0513464,-80.3145513,Non-Classical,archbishop-mccarthy-high-school-fl-33330-abstract.md,archbishop-mccarthy-high-school-fl-33330-report.md,archbishop-mccarthy-high-school-fl-33330-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1901,271
EG1V400000b0092,Archbishop Rummel High School,,,archbishop-rummel-high-school-la-70001,,+15048345592,,http://www.rummelraiders.com/,1901 Severn Ave.,,Metairie,Jefferson Parish,LA,70001,US,29.9900243,-90.1593223,Non-Classical,archbishop-rummel-high-school-la-70001-abstract.md,archbishop-rummel-high-school-la-70001-report.md,archbishop-rummel-high-school-la-70001-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,92,1083
EG1V400000b2191,Archdiocese of Hartford,,,archdiocese-of-hartford-ct-06105,,+18602425573,,http://www.hartford.edu/,134 Farmington Ave.,,Hartford,Capitol Planning Region,CT,06105,US,41.7682439,-72.6910467,Non-Classical,archdiocese-of-hartford-ct-06105-abstract.md,archdiocese-of-hartford-ct-06105-report.md,archdiocese-of-hartford-ct-06105-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2191,462
EG1V400000b1710,Archdiocese of Saint Paul and Minneapolis,,,archdiocese-of-saint-paul-and-minneapolis-mn-55106,,+16512914400,,,777 Forest St. North,,Saint Paul,Ramsey County,MN,55106,US,44.964652,-93.0626853,Non-Classical,archdiocese-of-saint-paul-and-minneapolis-mn-55106-abstract.md,archdiocese-of-saint-paul-and-minneapolis-mn-55106-report.md,archdiocese-of-saint-paul-and-minneapolis-mn-55106-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1710,2548
EG1V400000b2288,Archdiocese of San Antonio,,,archdiocese-of-san-antonio-tx-78228,,+12107341601,,,2718 West Woodlawn Ave.,,San Antonio,Bexar County,TX,78228,US,29.4547066,-98.546867,Classical,archdiocese-of-san-antonio-tx-78228-abstract.md,archdiocese-of-san-antonio-tx-78228-report.md,archdiocese-of-san-antonio-tx-78228-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2288,551
EG1V400000b0190,Archē Classical Academy,,,archē-classical-academy-pa-17013,info@logosschoolpa.com,+17179964379,,https://logosschoolpa.com/,290 Petersburg Rd.,,Carlisle,Cumberland County,PA,17013,US,40.1896594,-77.2069597,Classical,archē-classical-academy-pa-17013-abstract.md,archē-classical-academy-pa-17013-report.md,archē-classical-academy-pa-17013-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,190,1172
EG1V400000b2133,Archimedean Schools Upper Conservatory,,,archimedean-schools-upper-conservatory-fl-33183,,+13052796572,,https://www.archimedean.org/,12425 Sunset Dr.,,Miami,Miami-Dade County,FL,33183,US,25.7010349,-80.3948677,Non-Classical,archimedean-schools-upper-conservatory-fl-33183-abstract.md,archimedean-schools-upper-conservatory-fl-33183-report.md,archimedean-schools-upper-conservatory-fl-33183-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2133,409
EG1V400000b2860,Archway Arete,,,archway-arete-az-85234,,,,https://archwayarete.greatheartsamerica.org/,,,Gilbert,,AZ,85234,US,,,,archway-arete-az-85234-abstract.md,archway-arete-az-85234-report.md,archway-arete-az-85234-report.pdf,,Charter,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,1,0,0,0,,,,,,,,,,2860,
EG1V400000b0665,Archway Classical Academy,,,archway-classical-academy-az-85018,SchoolBoardPresident@ArchwayVeritas.org,+16024897341,,https://archwayveritas.org/,3102 N 56th St Ste 200,,Veritas,Maricopa County,AZ,85018,US,33.4842545,-111.9622965,Classical,archway-classical-academy-az-85018-abstract.md,archway-classical-academy-az-85018-report.md,archway-classical-academy-az-85018-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,665,2676
EG1V400000b1852,Archway Classical Academy: Glendale Prep,,,archway-classical-academy-glendale-prep-az-85383,info@glendaleprep.org,+14804241790,,https://glendaleprep.org/,23276 North 83rd Ave.,,Glendale,Maricopa County,AZ,85383,US,33.6950944,-112.2386207,Classical,archway-classical-academy-glendale-prep-az-85383-abstract.md,archway-classical-academy-glendale-prep-az-85383-report.md,archway-classical-academy-glendale-prep-az-85383-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1852,2676
EG1V400000b1973,Archway Veritas,,,archway-veritas-az-85018,,+14803811030,,https://archwayveritas.greatheartsamerica.org/,3102 North 56th St.,,Phoenix,Maricopa County,AZ,85018,US,33.4842545,-111.9622965,Classical,archway-veritas-az-85018-abstract.md,archway-veritas-az-85018-report.md,archway-veritas-az-85018-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1973,2785
EG1V400000b0578,Arete Collaborative Academy,,,arete-collaborative-academy-fl-32405,aretecollaborativeacademy@gmail.com,+18506844131,,,530 Airport Rd.,,Panama City,Bay County,FL,32405,US,30.1830613,-85.6671992,Non-Classical,arete-collaborative-academy-fl-32405-abstract.md,arete-collaborative-academy-fl-32405-report.md,arete-collaborative-academy-fl-32405-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,578,1522
EG1V400000b0179,Arete Enrichment Academy,,,arete-enrichment-academy-nc-00000,,+15405397831,,http://www.capitolencoreacademy.org/,,,Fayetteville,Cumberland County,NC,,US,35.0523673,-78.8783774,Classical,arete-enrichment-academy-nc-00000-abstract.md,arete-enrichment-academy-nc-00000-report.md,arete-enrichment-academy-nc-00000-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,179,1162
EG1V400000b0041,Argosy Collegiate Charter School,,,argosy-collegiate-charter-school-ma-02724,,+15085674725,,,263 Hamlet St,,Fall River,Bristol County,MA,02724,US,41.6886926,-71.1615221,Non-Classical,argosy-collegiate-charter-school-ma-02724-abstract.md,argosy-collegiate-charter-school-ma-02724-report.md,argosy-collegiate-charter-school-ma-02724-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,41,1037
EG1V400000b2586,Arise Classical Academy,,,arise-classical-academy-pa-15090,headofschool@ariseclassicalacademy.com,+14126003579,,https://ariseclassicalacademy.com/,,,Wexford,Allegheny County,PA,15090,US,40.6334426,-80.0594801,Classical,arise-classical-academy-pa-15090-abstract.md,arise-classical-academy-pa-15090-report.md,arise-classical-academy-pa-15090-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2586,822
EG1V400000b0606,Aristotle Preparatory Academy,,,aristotle-preparatory-academy-nc-28214-1124,kscott@aristotlepa.org,+19802370371,,https://aristotlepa.org/,8101 Fallsdale Dr.,,Charlotte,Mecklenburg County,NC,28214-1124,US,35.3049736,-80.9521865,Classical,aristotle-preparatory-academy-nc-28214-1124-abstract.md,aristotle-preparatory-academy-nc-28214-1124-report.md,aristotle-preparatory-academy-nc-28214-1124-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,606,1548
EG1V400000b1684,Arlington Classics Academy,,,arlington-classics-academy-tx-76016,,+18179871819,,https://www.acaedu.net/,2800 West Arkansas Ln.,,Arlington,Tarrant County,TX,76016,US,32.7065417,-97.1534266,Classical,arlington-classics-academy-tx-76016-abstract.md,arlington-classics-academy-tx-76016-report.md,arlington-classics-academy-tx-76016-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1684,2524
EG1V400000b1142,Arma Dei Academy,,,arma-dei-academy-co-80126,communications@armadeiacademy.com,+13033464523,,https://armadeiacademy.com/,345 E Wildcat Reserve Pkwy.,,Highlands Ranch,Douglas County,CO,80126,US,39.5281896,-104.985824,Classical,arma-dei-academy-co-80126-abstract.md,arma-dei-academy-co-80126-report.md,arma-dei-academy-co-80126-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1142,2035
EG1V400000b2823,Armis Dei Classical Christian Academy,,,armis-dei-classical-christian-academy-wi-54501,,,,https://www.armisdeiacademy.org/,,,Rhinelander,,WI,54501,US,,,,armis-dei-classical-christian-academy-wi-54501-abstract.md,armis-dei-classical-christian-academy-wi-54501-report.md,armis-dei-classical-christian-academy-wi-54501-report.pdf,,Private School,Private School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"[""Latin""]",1,0,0,0,0,0,0,,,,,,,,,,2823,
EG1V400000b0757,Arrow Christian Academy,,,arrow-christian-academy-tx-75022,,+19727468897,,,2604 Long Prairie Rd. Ste 100,,Flower Mound,Denton County,TX,75022,US,33.0201002,-97.0695207,Non-Classical,arrow-christian-academy-tx-75022-abstract.md,arrow-christian-academy-tx-75022-report.md,arrow-christian-academy-tx-75022-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,757,1684
EG1V400000b2836,Arrow Classical Education,,,arrow-classical-education-ky-42420,,,,https://fbchenderson.org/arrowclassicaleducation/,,,Henderson,,KY,42420,US,,,,arrow-classical-education-ky-42420-abstract.md,arrow-classical-education-ky-42420-report.md,arrow-classical-education-ky-42420-report.pdf,,Private School,Private School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"[""Latin""]",1,0,1,0,0,0,0,,,,,,,,,,2836,
EG1V400000b0072,Arrows Christian Academy,,,arrows-christian-academy-az-85286,,+14803131559,,https://lincolnprep.greatheartsamerica.org/,11530 East Queen Creek Rd.,,Chandler,Maricopa County,AZ,85286,US,33.2630115,-111.8340352,Non-Classical,arrows-christian-academy-az-85286-abstract.md,arrows-christian-academy-az-85286-report.md,arrows-christian-academy-az-85286-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,72,1065
EG1V400000b0171,Artesia Classical Academy,,,artesia-classical-academy-nm-88210,info@artesiaclassicalacademy.org,+15759883240,,https://artesiaclassicalacademy.org/,2512 W Bush Ave,,Artesia,Eddy County,NM,88210,US,32.850516,-104.428103,Classical,artesia-classical-academy-nm-88210-abstract.md,artesia-classical-academy-nm-88210-report.md,artesia-classical-academy-nm-88210-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,171,1155
EG1V400000b2247,Arthur I Meyer Jewish Prepartory School,,,arthur-i-meyer-jewish-prepartory-school-fl-33418,,+15616866520,,http://www.meyerprep.org/,5225 Hood Rd.,,Palm Beach Gardens,Palm Beach County,FL,33418,US,26.8680547,-80.1168319,Classical,arthur-i-meyer-jewish-prepartory-school-fl-33418-abstract.md,arthur-i-meyer-jewish-prepartory-school-fl-33418-report.md,arthur-i-meyer-jewish-prepartory-school-fl-33418-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,2247,514
EG1V400000b0714,Ascension Classical School,,,ascension-classical-school-la-71105,dhoward.acsshreveport@gmail.com,+13189468089,,https://www.ascensionclassicalschool.org/,10540 Norris Ferry Rd.,,Shreveport,Caddo Parish,LA,71105,US,32.3536786,-93.7145397,Classical,ascension-classical-school-la-71105-abstract.md,ascension-classical-school-la-71105-report.md,ascension-classical-school-la-71105-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,714,1645
EG1V400000b1270,Aspen Academy,,,aspen-academy-mn-55378,office@aspenacademymn.org,+19522265940,,https://aspenacademymn.org/,14825 Zinran Ave.,,Savage,Scott County,MN,55378,US,44.7345717,-93.3847072,Classical,aspen-academy-mn-55378-abstract.md,aspen-academy-mn-55378-report.md,aspen-academy-mn-55378-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1270,2150
EG1V400000b0542,Aspire Academy,,,aspire-academy-ia-50322,,+6417808947,,,6701 Douglas Ave.,,Urbandale,Polk County,IA,50322,US,41.6296312,-93.7088113,Non-Classical,aspire-academy-ia-50322-abstract.md,aspire-academy-ia-50322-report.md,aspire-academy-ia-50322-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,542,148
EG1V400000b0416,Assumption Catholic School,,,assumption-catholic-school-wi-54494,azacher@assumptioncatholicschools.org,+17154220902,,https://assumptioncatholicschools.org/,445 Chestnut St,,Wisconsin Rapids,Wood County,WI,54494,US,44.384201,-89.8252507,Non-Classical,assumption-catholic-school-wi-54494-abstract.md,assumption-catholic-school-wi-54494-report.md,assumption-catholic-school-wi-54494-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,416,1376
EG1V400000b0039,Athens Christian School,,,athens-christian-school-ga-30601,,+17065497586,,https://www.athenschristianschool.org/,1270 U.S. 29,,Athens,Clarke County,GA,30601,US,34.0083389,-83.3270568,Non-Classical,athens-christian-school-ga-30601-abstract.md,athens-christian-school-ga-30601-report.md,athens-christian-school-ga-30601-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,39,1035
EG1V400000b0995,Atlanta Classical Academy,,,atlanta-classical-academy-ga-30305,info@atlantaclassical.org,+14043693500,,https://atlantaclassical.org/,3260 Northside Dr.,,Atlanta,Fulton County,GA,30305,US,33.8435624,-84.4078964,Classical,atlanta-classical-academy-ga-30305-abstract.md,atlanta-classical-academy-ga-30305-report.md,atlanta-classical-academy-ga-30305-report.pdf,,Charter,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,995,1900
EG1V400000b0993,Atlanta Youth Academy,,,atlanta-youth-academy-ga-30315,,+14043701960,,,2120 Forrest Park Rd.,,Atlanta,Fulton County,GA,30315,US,33.6953169,-84.3588201,Non-Classical,atlanta-youth-academy-ga-30315-abstract.md,atlanta-youth-academy-ga-30315-report.md,atlanta-youth-academy-ga-30315-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,993,189
EG1V400000b1063,Atlantic Christian Academy,,,atlantic-christian-academy-fl-33415,info@atlanticca.com,+15616868081,,https://atlanticca.com/,4900 Summit Blvd.,,West Palm Beach,Palm Beach County,FL,33415,US,26.6612616,-80.1200446,Non-Classical,atlantic-christian-academy-fl-33415-abstract.md,atlantic-christian-academy-fl-33415-report.md,atlantic-christian-academy-fl-33415-report.pdf,,Private School,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,1063,1963
